"time [h]"	"axial strain[%]"	"radial strain[%]"	"diff. stress[MPa]"	"eff. mean stress[MPa]"	"mean u[MPa]"
106.75	3.79	-2.95	9.10	9.91	6.63
106.76	3.79	-2.95	9.09	9.91	6.62
106.76	3.79	-2.96	9.10	9.90	6.63
106.77	3.79	-2.96	9.10	9.90	6.63
106.77	3.79	-2.96	9.10	9.89	6.64
106.78	3.79	-2.96	9.10	9.89	6.64
106.78	3.79	-2.96	9.10	9.89	6.64
106.79	3.79	-2.96	9.10	9.89	6.64
106.79	3.79	-2.96	9.10	9.88	6.65
106.80	3.79	-2.96	9.10	9.88	6.65
106.81	3.79	-2.96	9.10	9.88	6.66
106.81	3.79	-2.96	9.10	9.87	6.67
106.82	3.79	-2.96	9.10	9.86	6.67
106.82	3.79	-2.96	9.10	9.86	6.67
106.83	3.79	-2.96	9.10	9.85	6.68
106.83	3.79	-2.96	9.10	9.85	6.69
106.84	3.79	-2.96	9.10	9.84	6.69
106.84	3.79	-2.96	9.10	9.84	6.69
106.85	3.79	-2.96	9.10	9.84	6.70
106.86	3.79	-2.96	9.10	9.83	6.70
106.86	3.79	-2.96	9.10	9.83	6.70
106.87	3.79	-2.96	9.10	9.84	6.70
106.87	3.79	-2.96	9.10	9.85	6.68
106.88	3.79	-2.96	9.10	9.87	6.67
106.88	3.79	-2.96	9.10	9.88	6.65
106.89	3.79	-2.96	9.10	9.90	6.63
106.89	3.79	-2.96	9.10	9.92	6.62
106.90	3.79	-2.96	9.10	9.92	6.62
106.91	3.79	-2.96	9.10	9.92	6.61
106.91	3.79	-2.96	9.10	9.92	6.61
106.92	3.79	-2.96	9.10	9.92	6.62
106.92	3.79	-2.96	9.10	9.92	6.62
106.93	3.79	-2.96	9.10	9.91	6.62
106.93	3.79	-2.96	9.10	9.92	6.62
106.94	3.79	-2.96	9.09	9.91	6.62
106.94	3.79	-2.96	9.10	9.92	6.62
106.95	3.79	-2.96	9.10	9.91	6.62
106.96	3.79	-2.96	9.10	9.91	6.62
106.96	3.79	-2.96	9.10	9.91	6.62
106.97	3.79	-2.96	9.10	9.91	6.62
106.97	3.79	-2.96	9.10	9.92	6.61
106.98	3.80	-2.96	9.10	9.92	6.61
106.98	3.80	-2.96	9.11	9.93	6.61
106.99	3.80	-2.96	9.10	9.92	6.62
106.99	3.80	-2.96	9.10	9.92	6.62
107.00	3.80	-2.96	9.10	9.91	6.63
107.01	3.80	-2.96	9.10	9.91	6.63
107.01	3.80	-2.96	9.10	9.90	6.63
107.02	3.80	-2.96	9.10	9.91	6.63
107.02	3.80	-2.96	9.10	9.90	6.63
107.03	3.80	-2.96	9.10	9.90	6.63
107.03	3.80	-2.96	9.10	9.90	6.63
107.04	3.80	-2.96	9.10	9.90	6.64
107.04	3.80	-2.96	9.10	9.90	6.64
107.05	3.80	-2.96	9.10	9.90	6.64
107.06	3.80	-2.96	9.11	9.90	6.63
107.06	3.80	-2.96	9.11	9.91	6.63
107.07	3.80	-2.96	9.10	9.91	6.62
107.07	3.80	-2.96	9.11	9.91	6.63
107.08	3.80	-2.96	9.10	9.91	6.63
107.08	3.80	-2.96	9.10	9.91	6.63
107.09	3.80	-2.96	9.10	9.90	6.64
107.09	3.80	-2.96	9.09	9.89	6.64
107.10	3.80	-2.96	9.11	9.89	6.65
107.11	3.80	-2.96	9.11	9.88	6.65
107.11	3.80	-2.96	9.11	9.89	6.65
107.12	3.80	-2.96	9.10	9.89	6.64
107.12	3.80	-2.96	9.11	9.91	6.63
107.13	3.80	-2.96	9.10	9.92	6.62
107.13	3.80	-2.96	9.11	9.92	6.61
107.14	3.80	-2.96	9.10	9.92	6.61
107.14	3.80	-2.96	9.11	9.92	6.62
107.15	3.80	-2.96	9.11	9.92	6.62
107.16	3.80	-2.96	9.10	9.91	6.62
107.16	3.80	-2.96	9.10	9.90	6.63
107.17	3.80	-2.96	9.11	9.90	6.64
107.17	3.80	-2.96	9.11	9.89	6.65
107.18	3.80	-2.96	9.11	9.88	6.65
107.18	3.80	-2.96	9.11	9.88	6.66
107.19	3.80	-2.96	9.10	9.87	6.67
107.19	3.80	-2.96	9.11	9.87	6.67
107.20	3.80	-2.96	9.11	9.88	6.66
107.21	3.80	-2.96	9.10	9.90	6.64
107.21	3.80	-2.96	9.10	9.91	6.62
107.22	3.80	-2.97	9.10	9.91	6.62
107.22	3.80	-2.97	9.10	9.90	6.63
107.23	3.80	-2.97	9.11	9.90	6.64
107.23	3.80	-2.97	9.10	9.90	6.64
107.24	3.80	-2.97	9.11	9.89	6.65
107.24	3.80	-2.97	9.11	9.88	6.66
107.25	3.80	-2.97	9.10	9.87	6.66
107.26	3.81	-2.97	9.11	9.87	6.67
107.26	3.81	-2.97	9.11	9.86	6.68
107.27	3.81	-2.97	9.11	9.85	6.68
107.27	3.81	-2.97	9.11	9.85	6.69
107.28	3.81	-2.97	9.11	9.84	6.69
107.28	3.81	-2.97	9.11	9.84	6.70
107.29	3.81	-2.97	9.10	9.83	6.70
107.29	3.81	-2.97	9.11	9.83	6.71
107.30	3.81	-2.97	9.11	9.83	6.71
107.31	3.81	-2.97	9.09	9.82	6.71
107.31	3.81	-2.97	9.11	9.83	6.71
107.32	3.81	-2.97	9.11	9.84	6.70
107.32	3.81	-2.97	9.11	9.87	6.67
107.33	3.81	-2.97	9.10	9.90	6.63
107.33	3.81	-2.97	9.10	9.92	6.61
107.34	3.81	-2.97	9.11	9.93	6.60
107.34	3.81	-2.97	9.11	9.94	6.60
107.35	3.81	-2.97	9.10	9.94	6.60
107.36	3.81	-2.97	9.10	9.93	6.61
107.36	3.81	-2.97	9.10	9.92	6.61
107.37	3.81	-2.97	9.09	9.92	6.61
107.37	3.81	-2.97	9.10	9.92	6.61
107.38	3.81	-2.97	9.10	9.93	6.61
107.38	3.81	-2.97	9.10	9.93	6.61
107.39	3.81	-2.97	9.11	9.93	6.61
107.39	3.81	-2.97	9.11	9.92	6.61
107.40	3.81	-2.97	9.10	9.92	6.61
107.41	3.81	-2.97	9.11	9.92	6.62
107.41	3.81	-2.97	9.09	9.90	6.63
107.42	3.81	-2.97	9.10	9.90	6.63
107.42	3.81	-2.97	9.11	9.90	6.64
107.43	3.81	-2.97	9.11	9.90	6.64
107.43	3.81	-2.97	9.11	9.91	6.63
107.44	3.81	-2.97	9.11	9.91	6.62
107.44	3.81	-2.97	9.10	9.92	6.62
107.45	3.81	-2.97	9.10	9.92	6.61
107.46	3.81	-2.97	9.10	9.93	6.61
107.46	3.81	-2.97	9.11	9.93	6.61
107.47	3.81	-2.97	9.09	9.92	6.61
107.47	3.81	-2.97	9.10	9.92	6.61
107.48	3.81	-2.97	9.10	9.91	6.62
107.48	3.81	-2.97	9.09	9.90	6.63
107.49	3.81	-2.97	9.10	9.90	6.64
107.49	3.81	-2.97	9.10	9.89	6.65
107.50	3.81	-2.97	9.11	9.88	6.65
107.51	3.81	-2.97	9.11	9.88	6.65
107.51	3.81	-2.97	9.11	9.88	6.65
107.52	3.81	-2.97	9.10	9.89	6.64
107.52	3.81	-2.97	9.10	9.91	6.63
107.53	3.81	-2.97	9.11	9.93	6.61
107.53	3.81	-2.97	9.10	9.93	6.60
107.54	3.82	-2.97	9.10	9.93	6.61
107.54	3.82	-2.97	9.11	9.92	6.62
107.55	3.82	-2.97	9.10	9.92	6.62
107.56	3.82	-2.97	9.11	9.91	6.63
107.56	3.82	-2.97	9.10	9.90	6.63
107.57	3.82	-2.97	9.11	9.90	6.64
107.57	3.82	-2.97	9.11	9.89	6.64
107.58	3.82	-2.97	9.11	9.89	6.65
107.58	3.82	-2.97	9.11	9.88	6.66
107.59	3.82	-2.97	9.11	9.87	6.66
107.59	3.82	-2.97	9.11	9.87	6.67
107.60	3.82	-2.97	9.11	9.86	6.67
107.61	3.82	-2.97	9.11	9.87	6.67
107.61	3.82	-2.97	9.11	9.87	6.66
107.62	3.82	-2.97	9.10	9.88	6.66
107.62	3.82	-2.97	9.11	9.89	6.65
107.63	3.82	-2.97	9.10	9.91	6.63
107.63	3.82	-2.97	9.10	9.93	6.60
107.64	3.82	-2.97	9.11	9.94	6.60
107.64	3.82	-2.97	9.11	9.93	6.60
107.65	3.82	-2.97	9.10	9.93	6.61
107.66	3.82	-2.97	9.10	9.94	6.59
107.66	3.82	-2.97	9.11	9.96	6.58
107.67	3.82	-2.97	9.11	9.95	6.59
107.67	3.82	-2.97	9.11	9.93	6.60
107.68	3.82	-2.98	9.10	9.92	6.61
107.68	3.82	-2.98	9.11	9.92	6.61
107.69	3.82	-2.98	9.11	9.91	6.62
107.69	3.82	-2.98	9.11	9.90	6.64
107.70	3.82	-2.98	9.10	9.89	6.65
107.71	3.82	-2.98	9.11	9.88	6.66
107.71	3.82	-2.98	9.11	9.87	6.66
107.72	3.82	-2.98	9.11	9.87	6.67
107.72	3.82	-2.98	9.12	9.86	6.68
107.73	3.82	-2.98	9.11	9.85	6.68
107.73	3.82	-2.98	9.12	9.85	6.69
107.74	3.82	-2.98	9.10	9.84	6.69
107.74	3.82	-2.98	9.11	9.84	6.70
107.75	3.82	-2.98	9.10	9.83	6.70
107.76	3.82	-2.98	9.11	9.83	6.71
107.76	3.82	-2.98	9.11	9.83	6.71
107.77	3.82	-2.98	9.12	9.83	6.71
107.77	3.82	-2.98	9.11	9.82	6.71
107.78	3.82	-2.98	9.12	9.84	6.70
107.78	3.82	-2.98	9.10	9.87	6.67
107.79	3.82	-2.98	9.11	9.90	6.64
107.79	3.82	-2.98	9.11	9.94	6.60
107.80	3.82	-2.98	9.11	9.95	6.59
107.81	3.82	-2.98	9.11	9.95	6.58
107.81	3.82	-2.98	9.11	9.95	6.59
107.82	3.82	-2.98	9.11	9.94	6.60
107.82	3.83	-2.98	9.10	9.92	6.61
107.83	3.83	-2.98	9.11	9.91	6.62
107.83	3.83	-2.98	9.10	9.91	6.63
107.84	3.83	-2.98	9.10	9.91	6.63
107.84	3.83	-2.98	9.10	9.90	6.63
107.85	3.83	-2.98	9.11	9.91	6.63
107.86	3.83	-2.98	9.10	9.91	6.63
107.86	3.83	-2.98	9.11	9.91	6.63
107.87	3.83	-2.98	9.11	9.90	6.63
107.87	3.83	-2.98	9.11	9.90	6.63
107.88	3.83	-2.98	9.11	9.91	6.63
107.88	3.83	-2.98	9.11	9.91	6.63
107.89	3.83	-2.98	9.11	9.91	6.63
107.89	3.83	-2.98	9.11	9.92	6.62
107.90	3.83	-2.98	9.11	9.92	6.61
107.91	3.83	-2.98	9.10	9.93	6.61
107.91	3.83	-2.98	9.11	9.93	6.60
107.92	3.83	-2.98	9.11	9.92	6.62
107.92	3.83	-2.98	9.11	9.91	6.63
107.93	3.83	-2.98	9.11	9.90	6.63
107.93	3.83	-2.98	9.11	9.89	6.64
107.94	3.83	-2.98	9.11	9.88	6.65
107.94	3.83	-2.98	9.10	9.88	6.66
107.95	3.83	-2.98	9.11	9.87	6.66
107.96	3.83	-2.98	9.12	9.87	6.67
107.96	3.83	-2.98	9.11	9.87	6.67
107.97	3.83	-2.98	9.11	9.87	6.66
107.97	3.83	-2.98	9.10	9.88	6.66
107.98	3.83	-2.98	9.11	9.89	6.65
107.98	3.83	-2.98	9.11	9.90	6.64
107.99	3.83	-2.98	9.11	9.91	6.63
107.99	3.83	-2.98	9.11	9.90	6.63
108.00	3.83	-2.98	9.12	9.90	6.64
108.01	3.83	-2.98	9.11	9.89	6.65
108.01	3.83	-2.98	9.11	9.89	6.64
108.02	3.83	-2.98	9.11	9.90	6.63
108.02	3.83	-2.98	9.11	9.92	6.62
108.03	3.83	-2.98	9.11	9.92	6.61
108.03	3.83	-2.98	9.11	9.92	6.61
108.04	3.83	-2.98	9.12	9.92	6.62
108.04	3.83	-2.98	9.11	9.90	6.63
108.05	3.83	-2.98	9.11	9.90	6.64
108.06	3.83	-2.98	9.11	9.89	6.65
108.06	3.83	-2.98	9.11	9.89	6.65
108.07	3.83	-2.98	9.11	9.88	6.66
108.07	3.83	-2.98	9.11	9.87	6.67
108.08	3.83	-2.98	9.12	9.87	6.67
108.08	3.83	-2.98	9.12	9.87	6.67
108.09	3.83	-2.98	9.11	9.87	6.67
108.09	3.83	-2.98	9.11	9.86	6.67
108.10	3.83	-2.98	9.12	9.86	6.68
108.11	3.84	-2.98	9.11	9.85	6.68
108.11	3.84	-2.98	9.11	9.85	6.69
108.12	3.84	-2.98	9.12	9.85	6.69
108.12	3.84	-2.98	9.12	9.84	6.70
108.13	3.84	-2.98	9.12	9.84	6.70
108.13	3.84	-2.99	9.12	9.84	6.70
108.14	3.84	-2.99	9.11	9.84	6.69
108.14	3.84	-2.99	9.11	9.86	6.68
108.15	3.84	-2.99	9.11	9.88	6.66
108.16	3.84	-2.99	9.11	9.90	6.64
108.16	3.84	-2.99	9.10	9.92	6.61
108.17	3.84	-2.99	9.11	9.93	6.60
108.17	3.84	-2.99	9.11	9.93	6.61
108.18	3.84	-2.99	9.11	9.93	6.61
108.18	3.84	-2.99	9.11	9.93	6.61
108.19	3.84	-2.99	9.11	9.93	6.61
108.19	3.84	-2.99	9.11	9.94	6.60
108.20	3.84	-2.99	9.11	9.94	6.60
108.21	3.84	-2.99	9.11	9.93	6.60
108.21	3.84	-2.99	9.11	9.93	6.61
108.22	3.84	-2.99	9.11	9.92	6.61
108.22	3.84	-2.99	9.12	9.92	6.62
108.23	3.84	-2.99	9.11	9.92	6.62
108.23	3.84	-2.99	9.12	9.92	6.62
108.24	3.84	-2.99	9.12	9.92	6.62
108.24	3.84	-2.99	9.11	9.92	6.61
108.25	3.84	-2.99	9.12	9.92	6.61
108.26	3.84	-2.99	9.11	9.92	6.62
108.26	3.84	-2.99	9.12	9.92	6.62
108.27	3.84	-2.99	9.11	9.91	6.63
108.27	3.84	-2.99	9.12	9.91	6.63
108.28	3.84	-2.99	9.12	9.90	6.64
108.28	3.84	-2.99	9.11	9.90	6.64
108.29	3.84	-2.99	9.12	9.90	6.64
108.29	3.84	-2.99	9.11	9.90	6.64
108.30	3.84	-2.99	9.12	9.91	6.63
108.31	3.84	-2.99	9.11	9.91	6.63
108.31	3.84	-2.99	9.12	9.91	6.63
108.32	3.84	-2.99	9.11	9.91	6.63
108.32	3.84	-2.99	9.12	9.91	6.63
108.33	3.84	-2.99	9.11	9.91	6.63
108.33	3.84	-2.99	9.12	9.91	6.63
108.34	3.84	-2.99	9.12	9.91	6.63
108.34	3.84	-2.99	9.12	9.92	6.62
108.35	3.84	-2.99	9.12	9.94	6.60
108.36	3.84	-2.99	9.12	9.95	6.59
108.36	3.84	-2.99	9.12	9.96	6.58
108.37	3.84	-2.99	9.12	9.96	6.58
108.37	3.84	-2.99	9.12	9.94	6.60
108.38	3.84	-2.99	9.11	9.94	6.59
108.38	3.85	-2.99	9.12	9.94	6.60
108.39	3.85	-2.99	9.12	9.93	6.61
108.39	3.85	-2.99	9.12	9.91	6.62
108.40	3.85	-2.99	9.12	9.92	6.62
108.41	3.85	-2.99	9.12	9.92	6.62
108.41	3.85	-2.99	9.12	9.91	6.63
108.42	3.85	-2.99	9.12	9.91	6.63
108.42	3.85	-2.99	9.12	9.90	6.64
108.43	3.85	-2.99	9.12	9.90	6.64
108.43	3.85	-2.99	9.12	9.90	6.64
108.44	3.85	-2.99	9.12	9.90	6.64
108.44	3.85	-2.99	9.12	9.90	6.64
108.45	3.85	-2.99	9.12	9.89	6.65
108.46	3.85	-2.99	9.12	9.90	6.64
108.46	3.85	-2.99	9.12	9.91	6.63
108.47	3.85	-2.99	9.12	9.91	6.63
108.47	3.85	-2.99	9.12	9.90	6.64
108.48	3.85	-2.99	9.12	9.91	6.63
108.48	3.85	-2.99	9.11	9.91	6.63
108.49	3.85	-2.99	9.12	9.90	6.64
108.49	3.85	-2.99	9.12	9.89	6.65
108.50	3.85	-2.99	9.12	9.88	6.66
108.51	3.85	-2.99	9.12	9.88	6.66
108.51	3.85	-2.99	9.12	9.87	6.67
108.52	3.85	-2.99	9.12	9.87	6.67
108.52	3.85	-2.99	9.12	9.87	6.67
108.53	3.85	-2.99	9.12	9.88	6.66
108.53	3.85	-2.99	9.12	9.89	6.65
108.54	3.85	-2.99	9.11	9.90	6.64
108.54	3.85	-2.99	9.12	9.91	6.63
108.55	3.85	-2.99	9.12	9.91	6.63
108.56	3.85	-2.99	9.12	9.91	6.63
108.56	3.85	-2.99	9.12	9.90	6.64
108.57	3.85	-2.99	9.12	9.89	6.65
108.57	3.85	-2.99	9.12	9.88	6.66
108.58	3.85	-2.99	9.12	9.87	6.67
108.58	3.85	-2.99	9.12	9.87	6.67
108.59	3.85	-3.00	9.12	9.86	6.68
108.59	3.85	-3.00	9.12	9.86	6.68
108.60	3.85	-3.00	9.12	9.85	6.69
108.61	3.85	-3.00	9.12	9.84	6.70
108.61	3.85	-3.00	9.12	9.84	6.70
108.62	3.85	-3.00	9.13	9.84	6.70
108.62	3.85	-3.00	9.13	9.84	6.70
108.63	3.85	-3.00	9.12	9.84	6.70
108.63	3.85	-3.00	9.12	9.86	6.68
108.64	3.85	-3.00	9.12	9.89	6.65
108.64	3.85	-3.00	9.12	9.93	6.61
108.65	3.85	-3.00	9.12	9.95	6.59
108.66	3.85	-3.00	9.12	9.95	6.59
108.66	3.85	-3.00	9.11	9.93	6.60
108.67	3.86	-3.00	9.12	9.92	6.62
108.67	3.86	-3.00	9.12	9.92	6.62
108.68	3.86	-3.00	9.11	9.91	6.63
108.68	3.86	-3.00	9.12	9.90	6.64
108.69	3.86	-3.00	9.11	9.89	6.65
108.69	3.86	-3.00	9.12	9.89	6.66
108.70	3.86	-3.00	9.12	9.89	6.65
108.71	3.86	-3.00	9.12	9.89	6.65
108.71	3.86	-3.00	9.12	9.89	6.65
108.72	3.86	-3.00	9.12	9.90	6.64
108.72	3.86	-3.00	9.12	9.90	6.64
108.73	3.86	-3.00	9.12	9.90	6.64
108.73	3.86	-3.00	9.12	9.90	6.64
108.74	3.86	-3.00	9.12	9.90	6.64
108.74	3.86	-3.00	9.12	9.89	6.65
108.75	3.86	-3.00	9.12	9.89	6.65
108.76	3.86	-3.00	9.12	9.89	6.65
108.76	3.86	-3.00	9.12	9.89	6.65
108.77	3.86	-3.00	9.12	9.89	6.65
108.77	3.86	-3.00	9.12	9.90	6.64
108.78	3.86	-3.00	9.12	9.90	6.64
108.78	3.86	-3.00	9.11	9.92	6.62
108.79	3.86	-3.00	9.12	9.94	6.60
108.79	3.86	-3.00	9.11	9.94	6.60
108.80	3.86	-3.00	9.12	9.94	6.60
108.81	3.86	-3.00	9.12	9.93	6.61
108.81	3.86	-3.00	9.11	9.94	6.60
108.82	3.86	-3.00	9.12	9.96	6.58
108.82	3.86	-3.00	9.12	9.97	6.57
108.83	3.86	-3.00	9.11	9.96	6.58
108.83	3.86	-3.00	9.11	9.95	6.58
108.84	3.86	-3.00	9.12	9.95	6.59
108.84	3.86	-3.00	9.12	9.94	6.60
108.85	3.86	-3.00	9.13	9.93	6.61
108.86	3.86	-3.00	9.10	9.92	6.61
108.86	3.86	-3.00	9.12	9.92	6.62
108.87	3.86	-3.00	9.12	9.91	6.63
108.87	3.86	-3.00	9.12	9.91	6.64
108.88	3.86	-3.00	9.11	9.90	6.64
108.88	3.86	-3.00	9.11	9.89	6.65
108.89	3.86	-3.00	9.12	9.89	6.65
108.89	3.86	-3.00	9.13	9.88	6.66
108.90	3.86	-3.00	9.12	9.88	6.66
108.91	3.86	-3.00	9.13	9.88	6.66
108.91	3.86	-3.00	9.12	9.88	6.67
108.92	3.86	-3.00	9.12	9.88	6.66
108.92	3.86	-3.00	9.13	9.89	6.66
108.93	3.86	-3.00	9.12	9.89	6.65
108.93	3.86	-3.00	9.12	9.91	6.63
108.94	3.86	-3.00	9.12	9.91	6.63
108.94	3.86	-3.00	9.12	9.92	6.62
108.95	3.87	-3.00	9.12	9.91	6.63
108.96	3.87	-3.00	9.12	9.90	6.64
108.96	3.87	-3.00	9.12	9.89	6.65
108.97	3.87	-3.00	9.12	9.89	6.65
108.97	3.87	-3.00	9.13	9.89	6.65
108.98	3.87	-3.00	9.12	9.89	6.65
108.98	3.87	-3.00	9.12	9.88	6.66
108.99	3.87	-3.00	9.12	9.87	6.67
108.99	3.87	-3.00	9.13	9.87	6.67
109.00	3.87	-3.00	9.12	9.86	6.68
109.01	3.87	-3.00	9.12	9.86	6.68
109.01	3.87	-3.00	9.13	9.87	6.67
109.02	3.87	-3.00	9.12	9.87	6.67
109.02	3.87	-3.00	9.12	9.88	6.66
109.03	3.87	-3.00	9.11	9.88	6.66
109.03	3.87	-3.00	9.12	9.89	6.65
109.04	3.87	-3.00	9.12	9.90	6.64
109.04	3.87	-3.00	9.12	9.89	6.65
109.05	3.87	-3.00	9.12	9.89	6.65
109.06	3.87	-3.00	9.12	9.90	6.64
109.06	3.87	-3.01	9.12	9.90	6.64
109.07	3.87	-3.01	9.13	9.90	6.64
109.07	3.87	-3.01	9.12	9.89	6.65
109.08	3.87	-3.01	9.13	9.89	6.66
109.08	3.87	-3.01	9.13	9.89	6.66
109.09	3.87	-3.01	9.12	9.89	6.65
109.09	3.87	-3.01	9.12	9.91	6.63
109.10	3.87	-3.01	9.12	9.92	6.62
109.11	3.87	-3.01	9.12	9.93	6.61
109.11	3.87	-3.01	9.11	9.92	6.62
109.12	3.87	-3.01	9.11	9.91	6.63
109.12	3.87	-3.01	9.12	9.90	6.64
109.13	3.87	-3.01	9.12	9.90	6.64
109.13	3.87	-3.01	9.12	9.90	6.64
109.14	3.87	-3.01	9.12	9.91	6.64
109.14	3.87	-3.01	9.12	9.90	6.64
109.15	3.87	-3.01	9.12	9.89	6.65
109.16	3.87	-3.01	9.12	9.89	6.65
109.16	3.87	-3.01	9.12	9.89	6.65
109.17	3.87	-3.01	9.12	9.89	6.65
109.17	3.87	-3.01	9.12	9.88	6.66
109.18	3.87	-3.01	9.12	9.88	6.66
109.18	3.87	-3.01	9.12	9.87	6.67
109.19	3.87	-3.01	9.12	9.87	6.68
109.19	3.87	-3.01	9.12	9.86	6.68
109.20	3.87	-3.01	9.13	9.86	6.69
109.21	3.87	-3.01	9.12	9.85	6.69
109.21	3.87	-3.01	9.12	9.84	6.70
109.22	3.87	-3.01	9.13	9.85	6.70
109.22	3.87	-3.01	9.12	9.84	6.70
109.23	3.87	-3.01	9.12	9.84	6.70
109.23	3.88	-3.01	9.13	9.85	6.70
109.24	3.88	-3.01	9.13	9.86	6.69
109.24	3.88	-3.01	9.12	9.86	6.68
109.25	3.88	-3.01	9.12	9.88	6.66
109.26	3.88	-3.01	9.11	9.90	6.64
109.26	3.88	-3.01	9.12	9.92	6.62
109.27	3.88	-3.01	9.12	9.93	6.61
109.27	3.88	-3.01	9.12	9.94	6.60
109.28	3.88	-3.01	9.12	9.95	6.59
109.28	3.88	-3.01	9.12	9.96	6.58
109.29	3.88	-3.01	9.12	9.96	6.58
109.29	3.88	-3.01	9.12	9.95	6.59
109.30	3.88	-3.01	9.12	9.95	6.59
109.31	3.88	-3.01	9.12	9.94	6.60
109.31	3.88	-3.01	9.13	9.93	6.61
109.32	3.88	-3.01	9.13	9.92	6.62
109.32	3.88	-3.01	9.12	9.92	6.62
109.33	3.88	-3.01	9.12	9.93	6.61
109.33	3.88	-3.01	9.13	9.93	6.61
109.34	3.88	-3.01	9.12	9.93	6.61
109.34	3.88	-3.01	9.12	9.92	6.62
109.35	3.88	-3.01	9.12	9.92	6.62
109.36	3.88	-3.01	9.12	9.92	6.63
109.36	3.88	-3.01	9.12	9.91	6.63
109.37	3.88	-3.01	9.13	9.91	6.63
109.37	3.88	-3.01	9.13	9.91	6.64
109.38	3.88	-3.01	9.13	9.90	6.64
109.38	3.88	-3.01	9.12	9.90	6.64
109.39	3.88	-3.01	9.12	9.90	6.64
109.39	3.88	-3.01	9.13	9.91	6.63
109.40	3.88	-3.01	9.13	9.91	6.63
109.41	3.88	-3.01	9.13	9.91	6.63
109.41	3.88	-3.01	9.13	9.91	6.63
109.42	3.88	-3.01	9.12	9.91	6.63
109.42	3.88	-3.01	9.12	9.91	6.63
109.43	3.88	-3.01	9.13	9.92	6.63
109.43	3.88	-3.01	9.13	9.92	6.63
109.44	3.88	-3.01	9.13	9.92	6.62
109.44	3.88	-3.01	9.13	9.92	6.62
109.45	3.88	-3.01	9.12	9.92	6.62
109.46	3.88	-3.01	9.13	9.92	6.63
109.46	3.88	-3.01	9.13	9.91	6.63
109.47	3.88	-3.01	9.13	9.90	6.64
109.47	3.88	-3.01	9.13	9.90	6.64
109.48	3.88	-3.01	9.13	9.89	6.65
109.48	3.88	-3.01	9.13	9.89	6.65
109.49	3.88	-3.01	9.13	9.89	6.65
109.49	3.88	-3.01	9.13	9.89	6.65
109.50	3.88	-3.01	9.13	9.90	6.65
109.51	3.88	-3.01	9.13	9.90	6.64
109.51	3.89	-3.01	9.13	9.91	6.64
109.52	3.89	-3.02	9.13	9.91	6.63
109.52	3.89	-3.02	9.13	9.91	6.63
109.53	3.89	-3.02	9.13	9.92	6.63
109.53	3.89	-3.02	9.13	9.92	6.62
109.54	3.89	-3.02	9.13	9.91	6.63
109.54	3.89	-3.02	9.13	9.91	6.63
109.55	3.89	-3.02	9.13	9.91	6.64
109.56	3.89	-3.02	9.13	9.91	6.64
109.56	3.89	-3.02	9.13	9.91	6.64
109.57	3.89	-3.02	9.12	9.90	6.64
109.57	3.89	-3.02	9.13	9.90	6.64
109.58	3.89	-3.02	9.13	9.90	6.64
109.58	3.89	-3.02	9.13	9.91	6.63
109.59	3.89	-3.02	9.13	9.91	6.63
109.59	3.89	-3.02	9.13	9.92	6.63
109.60	3.89	-3.02	9.13	9.92	6.62
109.61	3.89	-3.02	9.13	9.93	6.62
109.61	3.89	-3.02	9.12	9.92	6.62
109.62	3.89	-3.02	9.13	9.92	6.62
109.62	3.89	-3.02	9.14	9.92	6.63
109.63	3.89	-3.02	9.13	9.91	6.63
109.63	3.89	-3.02	9.13	9.90	6.64
109.64	3.89	-3.02	9.13	9.90	6.64
109.64	3.89	-3.02	9.13	9.90	6.64
109.65	3.89	-3.02	9.13	9.90	6.65
109.66	3.89	-3.02	9.14	9.90	6.65
109.66	3.89	-3.02	9.13	9.90	6.65
109.67	3.89	-3.02	9.14	9.90	6.65
109.67	3.89	-3.02	9.13	9.89	6.65
109.68	3.89	-3.02	9.13	9.89	6.65
109.68	3.89	-3.02	9.13	9.90	6.64
109.69	3.89	-3.02	9.13	9.91	6.63
109.69	3.89	-3.02	9.13	9.92	6.62
109.70	3.89	-3.02	9.13	9.93	6.61
109.71	3.89	-3.02	9.13	9.93	6.62
109.71	3.89	-3.02	9.13	9.92	6.63
109.72	3.89	-3.02	9.12	9.90	6.64
109.72	3.89	-3.02	9.13	9.89	6.65
109.73	3.89	-3.02	9.14	9.90	6.65
109.73	3.89	-3.02	9.14	9.90	6.65
109.74	3.89	-3.02	9.13	9.90	6.64
109.74	3.89	-3.02	9.13	9.90	6.64
109.75	3.89	-3.02	9.13	9.90	6.65
109.76	3.89	-3.02	9.14	9.89	6.65
109.76	3.89	-3.02	9.13	9.89	6.66
109.77	3.89	-3.02	9.13	9.88	6.66
109.77	3.89	-3.02	9.14	9.88	6.66
109.78	3.89	-3.02	9.14	9.88	6.67
109.78	3.89	-3.02	9.14	9.87	6.67
109.79	3.89	-3.02	9.14	9.87	6.67
109.79	3.90	-3.02	9.14	9.88	6.67
109.80	3.90	-3.02	9.14	9.88	6.66
109.81	3.90	-3.02	9.13	9.89	6.65
109.81	3.90	-3.02	9.14	9.91	6.64
109.82	3.90	-3.02	9.13	9.92	6.62
109.82	3.90	-3.02	9.13	9.93	6.61
109.83	3.90	-3.02	9.13	9.93	6.61
109.83	3.90	-3.02	9.13	9.93	6.62
109.84	3.90	-3.02	9.13	9.93	6.62
