"time [h]"	"axial strain[%]"	"radial strain[%]"	"diff. stress[MPa]"	"eff. mean stress[MPa]"	"mean u[MPa]"
33.34	1.21	-1.13	6.97	9.82	5.30
33.35	1.21	-1.13	6.97	9.82	5.30
33.36	1.21	-1.13	6.97	9.82	5.30
33.36	1.21	-1.13	6.97	9.83	5.30
33.37	1.21	-1.13	6.97	9.83	5.30
33.37	1.21	-1.13	6.97	9.82	5.30
33.38	1.21	-1.13	6.97	9.83	5.30
33.38	1.21	-1.13	6.98	9.82	5.30
33.39	1.21	-1.13	6.97	9.82	5.30
33.39	1.21	-1.13	6.97	9.82	5.30
33.40	1.21	-1.13	6.97	9.83	5.29
33.41	1.21	-1.14	6.98	9.83	5.29
33.41	1.21	-1.14	6.98	9.83	5.30
33.42	1.21	-1.14	6.98	9.83	5.29
33.42	1.21	-1.14	6.98	9.83	5.30
33.43	1.21	-1.14	6.98	9.83	5.30
33.43	1.21	-1.14	6.98	9.83	5.30
33.44	1.21	-1.14	6.98	9.83	5.30
33.44	1.21	-1.14	6.98	9.83	5.30
33.45	1.21	-1.14	6.98	9.82	5.30
33.46	1.21	-1.14	6.98	9.83	5.30
33.46	1.21	-1.14	6.98	9.83	5.30
33.47	1.21	-1.14	6.98	9.83	5.29
33.47	1.21	-1.14	6.98	9.83	5.29
33.48	1.21	-1.14	6.98	9.83	5.29
33.48	1.21	-1.14	6.98	9.83	5.29
33.49	1.21	-1.14	6.98	9.83	5.30
33.49	1.21	-1.14	6.98	9.83	5.30
33.50	1.21	-1.14	6.98	9.83	5.29
33.51	1.21	-1.14	6.98	9.83	5.29
33.51	1.21	-1.14	6.98	9.83	5.30
33.52	1.21	-1.14	6.97	9.82	5.31
33.52	1.21	-1.14	6.98	9.83	5.30
33.53	1.21	-1.14	6.98	9.83	5.30
33.53	1.21	-1.14	6.98	9.84	5.29
33.54	1.21	-1.14	6.98	9.83	5.29
33.54	1.21	-1.14	6.98	9.83	5.29
33.55	1.21	-1.14	6.98	9.83	5.29
33.56	1.21	-1.14	6.98	9.82	5.30
33.56	1.21	-1.14	6.98	9.82	5.31
33.57	1.21	-1.14	6.98	9.82	5.30
33.57	1.21	-1.14	6.98	9.83	5.29
33.58	1.22	-1.14	6.98	9.84	5.29
33.58	1.22	-1.14	6.97	9.84	5.28
33.59	1.22	-1.14	6.98	9.84	5.28
33.59	1.22	-1.14	6.98	9.83	5.29
33.60	1.22	-1.14	6.97	9.83	5.30
33.61	1.22	-1.14	6.97	9.83	5.30
33.61	1.22	-1.14	6.98	9.83	5.29
33.62	1.22	-1.14	6.97	9.84	5.29
33.62	1.22	-1.14	6.98	9.84	5.28
33.63	1.22	-1.14	6.97	9.84	5.28
33.63	1.22	-1.15	6.97	9.84	5.29
33.64	1.22	-1.15	6.97	9.84	5.29
33.64	1.22	-1.15	6.98	9.84	5.29
33.65	1.22	-1.15	6.97	9.83	5.30
33.66	1.22	-1.15	6.98	9.82	5.30
33.66	1.22	-1.15	6.98	9.82	5.30
33.67	1.22	-1.15	6.97	9.83	5.29
33.67	1.22	-1.15	6.97	9.84	5.28
33.68	1.22	-1.15	6.97	9.84	5.28
33.68	1.22	-1.15	6.97	9.84	5.29
33.69	1.22	-1.15	6.97	9.82	5.30
33.69	1.22	-1.15	6.97	9.83	5.30
33.70	1.22	-1.15	6.97	9.83	5.30
33.71	1.22	-1.15	6.97	9.83	5.29
33.71	1.22	-1.15	6.97	9.83	5.29
33.72	1.22	-1.15	6.97	9.83	5.30
33.72	1.22	-1.15	6.97	9.82	5.30
33.73	1.22	-1.15	6.97	9.83	5.30
33.73	1.22	-1.15	6.97	9.84	5.29
33.74	1.22	-1.15	6.97	9.84	5.29
33.74	1.22	-1.15	6.97	9.83	5.29
33.75	1.22	-1.15	6.97	9.82	5.30
33.76	1.22	-1.15	6.97	9.82	5.31
33.76	1.22	-1.15	6.97	9.82	5.30
33.77	1.22	-1.15	6.97	9.83	5.29
33.77	1.22	-1.15	6.97	9.83	5.29
33.78	1.22	-1.15	6.97	9.83	5.29
33.78	1.22	-1.15	6.97	9.83	5.29
33.79	1.22	-1.15	6.97	9.83	5.30
33.79	1.22	-1.15	6.97	9.82	5.30
33.80	1.22	-1.15	6.97	9.82	5.30
33.81	1.22	-1.15	6.97	9.83	5.29
33.81	1.22	-1.15	6.97	9.84	5.29
33.82	1.22	-1.15	6.97	9.83	5.29
33.82	1.22	-1.15	6.97	9.84	5.29
33.83	1.22	-1.15	6.97	9.83	5.29
33.83	1.22	-1.15	6.97	9.82	5.30
33.84	1.22	-1.15	6.97	9.82	5.31
33.84	1.22	-1.15	6.97	9.82	5.30
33.85	1.23	-1.16	6.97	9.83	5.29
33.86	1.23	-1.16	6.97	9.83	5.29
33.86	1.23	-1.16	6.97	9.84	5.28
33.87	1.23	-1.16	6.97	9.84	5.29
33.87	1.23	-1.16	6.97	9.83	5.29
33.88	1.23	-1.16	6.97	9.83	5.30
33.88	1.23	-1.16	6.97	9.83	5.29
33.89	1.23	-1.16	6.97	9.83	5.29
33.89	1.23	-1.16	6.97	9.84	5.28
33.90	1.23	-1.16	6.97	9.84	5.29
33.91	1.23	-1.16	6.97	9.83	5.29
33.91	1.23	-1.16	6.97	9.82	5.30
33.92	1.23	-1.16	6.97	9.83	5.30
33.92	1.23	-1.16	6.97	9.83	5.29
33.93	1.23	-1.16	6.97	9.84	5.28
33.93	1.23	-1.16	6.97	9.84	5.28
33.94	1.23	-1.16	6.97	9.83	5.29
33.94	1.23	-1.16	6.97	9.83	5.30
33.95	1.23	-1.16	6.97	9.83	5.29
33.96	1.23	-1.16	6.97	9.83	5.29
33.96	1.23	-1.16	6.97	9.84	5.28
33.97	1.23	-1.16	6.97	9.84	5.29
33.97	1.23	-1.16	6.97	9.83	5.29
33.98	1.23	-1.16	6.97	9.82	5.30
33.98	1.23	-1.16	6.97	9.82	5.30
33.99	1.23	-1.16	6.97	9.82	5.30
33.99	1.23	-1.16	6.97	9.83	5.29
34.00	1.23	-1.16	6.97	9.83	5.29
34.01	1.23	-1.16	6.97	9.83	5.29
34.01	1.23	-1.16	6.97	9.82	5.30
34.02	1.23	-1.16	6.97	9.82	5.31
34.02	1.23	-1.16	6.97	9.83	5.30
34.03	1.23	-1.16	6.97	9.83	5.29
34.03	1.23	-1.16	6.97	9.83	5.29
34.04	1.23	-1.16	6.97	9.83	5.29
34.04	1.23	-1.16	6.97	9.83	5.29
34.05	1.23	-1.16	6.97	9.82	5.30
34.06	1.23	-1.16	6.96	9.82	5.30
34.06	1.23	-1.16	6.97	9.83	5.29
34.07	1.23	-1.17	6.96	9.84	5.28
34.07	1.23	-1.16	6.96	9.83	5.29
34.08	1.23	-1.17	6.96	9.83	5.30
34.08	1.23	-1.17	6.97	9.82	5.30
34.09	1.23	-1.17	6.97	9.83	5.30
34.09	1.23	-1.17	6.97	9.83	5.30
34.10	1.23	-1.17	6.97	9.83	5.29
34.11	1.23	-1.17	6.97	9.83	5.29
34.11	1.23	-1.17	6.96	9.83	5.29
34.12	1.23	-1.17	6.96	9.83	5.29
34.12	1.23	-1.17	6.96	9.83	5.29
34.13	1.24	-1.17	6.96	9.82	5.30
34.13	1.24	-1.17	6.96	9.82	5.31
34.14	1.24	-1.17	6.96	9.82	5.30
34.14	1.24	-1.17	6.96	9.83	5.29
34.15	1.24	-1.17	6.96	9.83	5.29
34.16	1.24	-1.17	6.96	9.83	5.29
34.16	1.24	-1.17	6.96	9.84	5.28
34.17	1.24	-1.17	6.96	9.83	5.29
34.17	1.24	-1.17	6.96	9.83	5.29
34.18	1.24	-1.17	6.96	9.82	5.30
34.18	1.24	-1.17	6.96	9.82	5.30
34.19	1.24	-1.17	6.96	9.83	5.29
34.19	1.24	-1.17	6.96	9.84	5.28
34.20	1.24	-1.17	6.96	9.84	5.28
34.21	1.24	-1.17	6.96	9.83	5.29
34.21	1.24	-1.17	6.96	9.83	5.29
34.22	1.24	-1.17	6.96	9.83	5.29
34.22	1.24	-1.17	6.96	9.83	5.29
34.23	1.24	-1.17	6.96	9.84	5.28
34.23	1.24	-1.17	6.96	9.83	5.29
34.24	1.24	-1.17	6.96	9.82	5.30
34.24	1.24	-1.17	6.96	9.82	5.31
34.25	1.24	-1.17	6.96	9.82	5.30
34.26	1.24	-1.17	6.96	9.82	5.30
34.26	1.24	-1.17	6.96	9.83	5.29
34.27	1.24	-1.17	6.96	9.83	5.29
34.27	1.24	-1.17	6.96	9.83	5.29
34.28	1.24	-1.17	6.96	9.83	5.29
34.28	1.24	-1.17	6.95	9.82	5.29
34.29	1.24	-1.17	6.96	9.82	5.30
34.29	1.24	-1.18	6.96	9.83	5.29
34.30	1.24	-1.18	6.96	9.83	5.29
34.31	1.24	-1.18	6.96	9.83	5.29
34.31	1.24	-1.18	6.96	9.83	5.29
34.32	1.24	-1.18	6.96	9.83	5.29
34.32	1.24	-1.18	6.96	9.83	5.29
34.33	1.24	-1.18	6.96	9.84	5.28
34.33	1.24	-1.18	6.96	9.83	5.29
34.34	1.24	-1.18	6.96	9.83	5.29
34.34	1.24	-1.18	6.95	9.83	5.29
34.35	1.24	-1.18	6.96	9.83	5.29
34.36	1.24	-1.18	6.96	9.82	5.30
34.36	1.24	-1.18	6.96	9.82	5.30
34.37	1.24	-1.18	6.96	9.83	5.29
34.37	1.24	-1.18	6.96	9.84	5.28
34.38	1.24	-1.18	6.95	9.85	5.27
34.38	1.24	-1.18	6.96	9.85	5.27
34.39	1.24	-1.18	6.95	9.84	5.28
34.39	1.24	-1.18	6.95	9.83	5.29
34.40	1.25	-1.18	6.95	9.82	5.30
34.41	1.25	-1.18	6.96	9.83	5.29
34.41	1.25	-1.18	6.95	9.84	5.28
34.42	1.25	-1.18	6.95	9.84	5.28
34.42	1.25	-1.18	6.95	9.84	5.28
34.43	1.25	-1.18	6.95	9.83	5.29
34.43	1.25	-1.18	6.95	9.82	5.29
34.44	1.25	-1.18	6.95	9.83	5.29
34.44	1.25	-1.18	6.95	9.84	5.28
34.45	1.25	-1.18	6.95	9.84	5.28
34.46	1.25	-1.18	6.95	9.84	5.28
34.46	1.25	-1.18	6.95	9.83	5.28
34.47	1.25	-1.18	6.95	9.83	5.29
34.47	1.25	-1.18	6.96	9.83	5.29
34.48	1.25	-1.18	6.95	9.83	5.29
34.48	1.25	-1.18	6.95	9.84	5.27
34.49	1.25	-1.18	6.95	9.84	5.27
34.49	1.25	-1.18	6.95	9.84	5.28
34.50	1.25	-1.18	6.95	9.83	5.29
34.51	1.25	-1.18	6.95	9.83	5.28
34.51	1.25	-1.19	6.95	9.84	5.28
34.52	1.25	-1.19	6.95	9.84	5.28
34.52	1.25	-1.19	6.95	9.84	5.27
34.53	1.25	-1.19	6.95	9.84	5.28
34.53	1.25	-1.19	6.95	9.83	5.29
34.54	1.25	-1.19	6.95	9.84	5.28
34.54	1.25	-1.19	6.95	9.84	5.28
34.55	1.25	-1.19	6.95	9.84	5.28
34.56	1.25	-1.19	6.95	9.84	5.28
34.56	1.25	-1.19	6.95	9.84	5.28
34.57	1.25	-1.19	6.95	9.83	5.29
34.57	1.25	-1.19	6.96	9.83	5.28
34.58	1.25	-1.19	6.95	9.83	5.28
34.58	1.25	-1.19	6.95	9.84	5.28
34.59	1.25	-1.19	6.95	9.84	5.28
34.59	1.25	-1.19	6.95	9.84	5.28
34.60	1.25	-1.19	6.95	9.84	5.28
34.61	1.25	-1.19	6.95	9.83	5.28
34.61	1.25	-1.19	6.95	9.83	5.29
34.62	1.25	-1.19	6.95	9.82	5.29
34.62	1.25	-1.19	6.95	9.83	5.29
34.63	1.25	-1.19	6.95	9.84	5.28
34.63	1.25	-1.19	6.95	9.84	5.28
34.64	1.25	-1.19	6.95	9.84	5.28
34.64	1.25	-1.19	6.95	9.84	5.28
34.65	1.25	-1.19	6.95	9.83	5.28
34.66	1.25	-1.19	6.95	9.83	5.28
34.66	1.25	-1.19	6.95	9.84	5.28
34.67	1.25	-1.19	6.95	9.84	5.28
34.67	1.25	-1.19	6.95	9.84	5.27
34.68	1.26	-1.19	6.95	9.84	5.28
34.68	1.26	-1.19	6.95	9.83	5.29
34.69	1.26	-1.19	6.95	9.83	5.29
34.69	1.26	-1.19	6.95	9.83	5.29
34.70	1.26	-1.19	6.95	9.84	5.27
34.71	1.26	-1.19	6.95	9.84	5.27
34.71	1.26	-1.19	6.94	9.83	5.28
34.72	1.26	-1.19	6.94	9.82	5.29
34.72	1.26	-1.19	6.95	9.82	5.29
34.73	1.26	-1.19	6.95	9.83	5.29
34.73	1.26	-1.20	6.95	9.84	5.27
34.74	1.26	-1.20	6.95	9.85	5.27
34.74	1.26	-1.20	6.95	9.84	5.27
34.75	1.26	-1.20	6.94	9.83	5.28
34.76	1.26	-1.20	6.94	9.82	5.29
34.76	1.26	-1.20	6.94	9.83	5.29
34.77	1.26	-1.20	6.94	9.83	5.28
34.77	1.26	-1.20	6.94	9.84	5.27
34.78	1.26	-1.20	6.95	9.85	5.26
34.78	1.26	-1.20	6.94	9.85	5.26
34.79	1.26	-1.20	6.94	9.85	5.27
34.79	1.26	-1.20	6.95	9.84	5.28
34.80	1.26	-1.20	6.95	9.83	5.28
34.81	1.26	-1.20	6.94	9.84	5.27
34.81	1.26	-1.20	6.94	9.84	5.27
34.82	1.26	-1.20	6.94	9.84	5.27
34.82	1.26	-1.20	6.94	9.84	5.27
34.83	1.26	-1.20	6.94	9.84	5.27
34.83	1.26	-1.20	6.94	9.83	5.28
34.84	1.26	-1.20	6.94	9.82	5.29
34.84	1.26	-1.20	6.94	9.83	5.29
34.85	1.26	-1.20	6.94	9.84	5.28
34.86	1.26	-1.20	6.94	9.85	5.27
34.86	1.26	-1.20	6.94	9.85	5.26
34.87	1.26	-1.20	6.94	9.85	5.27
34.87	1.26	-1.20	6.94	9.84	5.28
34.88	1.26	-1.20	6.94	9.83	5.29
34.88	1.26	-1.20	6.94	9.83	5.28
34.89	1.26	-1.20	6.94	9.84	5.27
34.89	1.26	-1.20	6.94	9.85	5.27
34.90	1.26	-1.20	6.94	9.84	5.27
34.91	1.26	-1.20	6.94	9.85	5.27
34.91	1.26	-1.20	6.94	9.84	5.27
34.92	1.26	-1.20	6.94	9.83	5.28
34.92	1.26	-1.20	6.94	9.83	5.29
34.93	1.26	-1.20	6.94	9.83	5.28
34.93	1.26	-1.20	6.94	9.85	5.27
34.94	1.26	-1.20	6.94	9.85	5.26
34.94	1.26	-1.20	6.94	9.86	5.26
34.95	1.26	-1.21	6.94	9.85	5.26
34.96	1.27	-1.21	6.94	9.84	5.27
34.96	1.27	-1.21	6.94	9.84	5.27
34.97	1.27	-1.21	6.94	9.84	5.27
34.97	1.27	-1.21	6.94	9.85	5.27
34.98	1.27	-1.21	6.94	9.85	5.26
34.98	1.27	-1.21	6.94	9.85	5.27
34.99	1.27	-1.21	6.94	9.84	5.28
34.99	1.27	-1.21	6.94	9.84	5.27
35.00	1.27	-1.21	6.94	9.84	5.27
35.01	1.27	-1.21	6.94	9.84	5.27
35.01	1.27	-1.21	6.94	9.84	5.27
35.02	1.27	-1.21	6.94	9.84	5.28
35.02	1.27	-1.21	6.94	9.84	5.27
35.03	1.27	-1.21	6.94	9.84	5.27
35.03	1.27	-1.21	6.94	9.84	5.27
35.04	1.27	-1.21	6.94	9.84	5.27
35.04	1.27	-1.21	6.94	9.84	5.27
35.05	1.27	-1.21	6.94	9.84	5.27
35.06	1.27	-1.21	6.94	9.84	5.27
35.06	1.27	-1.21	6.94	9.85	5.27
35.07	1.27	-1.21	6.94	9.84	5.27
35.07	1.27	-1.21	6.94	9.85	5.27
35.08	1.27	-1.21	6.94	9.84	5.27
35.08	1.27	-1.21	6.94	9.84	5.27
35.09	1.27	-1.21	6.94	9.84	5.27
35.09	1.27	-1.21	6.94	9.84	5.28
35.10	1.27	-1.21	6.94	9.84	5.27
35.11	1.27	-1.21	6.94	9.84	5.27
35.11	1.27	-1.21	6.94	9.85	5.27
35.12	1.27	-1.21	6.94	9.84	5.27
35.12	1.27	-1.21	6.94	9.85	5.27
35.13	1.27	-1.21	6.94	9.84	5.27
35.13	1.27	-1.21	6.94	9.84	5.27
35.14	1.27	-1.21	6.94	9.84	5.27
35.14	1.27	-1.21	6.94	9.84	5.27
35.15	1.27	-1.21	6.94	9.84	5.27
35.16	1.27	-1.21	6.94	9.84	5.27
35.16	1.27	-1.21	6.94	9.84	5.27
35.17	1.27	-1.21	6.94	9.84	5.27
35.17	1.27	-1.22	6.94	9.84	5.28
35.18	1.27	-1.22	6.94	9.84	5.27
35.18	1.27	-1.22	6.94	9.84	5.28
35.19	1.27	-1.22	6.94	9.84	5.27
35.19	1.27	-1.22	6.94	9.84	5.27
35.20	1.27	-1.22	6.94	9.84	5.27
35.21	1.27	-1.22	6.94	9.84	5.27
35.21	1.27	-1.22	6.94	9.84	5.28
35.22	1.27	-1.22	6.93	9.84	5.27
35.22	1.27	-1.22	6.94	9.84	5.28
35.23	1.28	-1.22	6.93	9.84	5.27
35.23	1.28	-1.22	6.94	9.84	5.27
35.24	1.28	-1.22	6.94	9.83	5.28
35.24	1.28	-1.22	6.94	9.84	5.27
35.25	1.28	-1.22	6.94	9.84	5.28
35.26	1.28	-1.22	6.94	9.84	5.27
35.26	1.28	-1.22	6.94	9.84	5.27
35.27	1.28	-1.22	6.93	9.84	5.27
35.27	1.28	-1.22	6.94	9.84	5.27
35.28	1.28	-1.22	6.93	9.84	5.27
35.28	1.28	-1.22	6.94	9.84	5.27
35.29	1.28	-1.22	6.93	9.83	5.28
35.29	1.28	-1.22	6.93	9.84	5.27
35.30	1.28	-1.22	6.93	9.84	5.27
35.31	1.28	-1.22	6.94	9.84	5.27
35.31	1.28	-1.22	6.94	9.84	5.27
35.32	1.28	-1.22	6.94	9.84	5.27
35.32	1.28	-1.22	6.94	9.84	5.27
35.33	1.28	-1.22	6.93	9.84	5.27
35.33	1.28	-1.22	6.94	9.84	5.27
35.34	1.28	-1.22	6.94	9.84	5.27
35.34	1.28	-1.22	6.93	9.84	5.27
35.35	1.28	-1.22	6.94	9.84	5.27
35.36	1.28	-1.22	6.93	9.84	5.27
35.36	1.28	-1.22	6.93	9.84	5.27
35.37	1.28	-1.22	6.93	9.84	5.27
35.37	1.28	-1.22	6.94	9.84	5.27
35.38	1.28	-1.22	6.94	9.84	5.27
35.38	1.28	-1.22	6.93	9.85	5.26
35.39	1.28	-1.23	6.93	9.85	5.26
35.39	1.28	-1.23	6.93	9.84	5.27
35.40	1.28	-1.23	6.93	9.83	5.28
35.41	1.28	-1.23	6.93	9.83	5.28
35.41	1.28	-1.23	6.93	9.85	5.27
35.42	1.28	-1.23	6.93	9.85	5.26
35.42	1.28	-1.23	6.93	9.86	5.25
35.43	1.28	-1.23	6.93	9.86	5.26
35.43	1.28	-1.23	6.93	9.85	5.26
35.44	1.28	-1.23	6.93	9.85	5.26
35.44	1.28	-1.23	6.93	9.86	5.26
35.45	1.28	-1.23	6.93	9.86	5.25
35.46	1.28	-1.23	6.93	9.86	5.25
35.46	1.28	-1.23	6.93	9.86	5.25
35.47	1.28	-1.23	6.93	9.86	5.25
35.47	1.28	-1.23	6.93	9.85	5.26
35.48	1.28	-1.23	6.93	9.86	5.26
35.48	1.28	-1.23	6.93	9.85	5.26
35.49	1.28	-1.23	6.93	9.86	5.25
35.49	1.28	-1.23	6.93	9.86	5.25
35.50	1.28	-1.23	6.93	9.86	5.25
35.51	1.29	-1.23	6.93	9.86	5.25
35.51	1.29	-1.23	6.93	9.86	5.25
35.52	1.29	-1.23	6.93	9.86	5.25
35.52	1.29	-1.23	6.93	9.86	5.25
35.53	1.29	-1.23	6.93	9.86	5.25
35.53	1.29	-1.23	6.93	9.86	5.25
35.54	1.29	-1.23	6.93	9.86	5.25
35.54	1.29	-1.23	6.93	9.86	5.25
35.55	1.29	-1.23	6.93	9.86	5.25
35.56	1.29	-1.23	6.93	9.85	5.26
35.56	1.29	-1.23	6.93	9.85	5.26
35.57	1.29	-1.23	6.93	9.85	5.26
35.57	1.29	-1.23	6.93	9.85	5.26
35.58	1.29	-1.23	6.93	9.85	5.26
35.58	1.29	-1.23	6.93	9.85	5.26
35.59	1.29	-1.23	6.93	9.85	5.26
35.59	1.29	-1.23	6.93	9.85	5.26
35.60	1.29	-1.23	6.93	9.85	5.26
35.61	1.29	-1.23	6.93	9.86	5.25
35.61	1.29	-1.23	6.93	9.85	5.26
35.62	1.29	-1.24	6.93	9.85	5.26
35.62	1.29	-1.24	6.93	9.85	5.26
35.63	1.29	-1.24	6.93	9.85	5.26
35.63	1.29	-1.24	6.93	9.85	5.26
35.64	1.29	-1.24	6.93	9.85	5.26
35.64	1.29	-1.24	6.93	9.85	5.26
35.65	1.29	-1.24	6.93	9.86	5.25
35.66	1.29	-1.24	6.93	9.86	5.25
35.66	1.29	-1.24	6.93	9.86	5.25
35.67	1.29	-1.24	6.93	9.85	5.26
35.67	1.29	-1.24	6.93	9.86	5.25
35.68	1.29	-1.24	6.93	9.85	5.26
35.68	1.29	-1.24	6.93	9.84	5.27
35.69	1.29	-1.24	6.93	9.84	5.26
35.69	1.29	-1.24	6.93	9.85	5.26
35.70	1.29	-1.24	6.93	9.85	5.26
35.71	1.29	-1.24	6.93	9.85	5.26
35.71	1.29	-1.24	6.93	9.85	5.26
35.72	1.29	-1.24	6.93	9.85	5.26
35.72	1.29	-1.24	6.93	9.84	5.27
35.73	1.29	-1.24	6.93	9.84	5.27
35.73	1.29	-1.24	6.93	9.85	5.26
35.74	1.29	-1.24	6.93	9.85	5.26
35.74	1.29	-1.24	6.93	9.85	5.26
35.75	1.29	-1.24	6.93	9.86	5.25
35.76	1.29	-1.24	6.92	9.85	5.25
35.76	1.29	-1.24	6.93	9.85	5.26
35.77	1.29	-1.24	6.92	9.85	5.26
35.77	1.29	-1.24	6.93	9.85	5.26
35.78	1.30	-1.24	6.93	9.85	5.26
35.78	1.30	-1.24	6.93	9.86	5.25
35.79	1.30	-1.24	6.93	9.85	5.26
35.79	1.30	-1.24	6.92	9.85	5.26
35.80	1.30	-1.24	6.92	9.85	5.26
35.81	1.30	-1.24	6.92	9.85	5.26
35.81	1.30	-1.24	6.93	9.85	5.26
35.82	1.30	-1.24	6.92	9.85	5.26
35.82	1.30	-1.24	6.92	9.84	5.27
35.83	1.30	-1.24	6.93	9.85	5.26
35.83	1.30	-1.24	6.92	9.84	5.26
35.84	1.30	-1.25	6.93	9.85	5.26
35.84	1.30	-1.25	6.92	9.85	5.26
35.85	1.30	-1.25	6.92	9.84	5.27
35.86	1.30	-1.25	6.92	9.84	5.26
35.86	1.30	-1.25	6.92	9.84	5.26
35.87	1.30	-1.25	6.92	9.85	5.26
35.87	1.30	-1.25	6.92	9.85	5.26
35.88	1.30	-1.25	6.92	9.85	5.26
35.88	1.30	-1.25	6.92	9.85	5.26
35.89	1.30	-1.25	6.92	9.85	5.26
35.89	1.30	-1.25	6.92	9.85	5.26
35.90	1.30	-1.25	6.92	9.84	5.26
35.91	1.30	-1.25	6.92	9.85	5.26
35.91	1.30	-1.25	6.92	9.85	5.26
35.92	1.30	-1.25	6.92	9.84	5.27
35.92	1.30	-1.25	6.92	9.84	5.26
35.93	1.30	-1.25	6.92	9.85	5.26
35.93	1.30	-1.25	6.92	9.85	5.26
35.94	1.30	-1.25	6.92	9.85	5.26
35.94	1.30	-1.25	6.92	9.85	5.26
35.95	1.30	-1.25	6.92	9.85	5.26
35.96	1.30	-1.25	6.92	9.84	5.27
35.96	1.30	-1.25	6.92	9.83	5.27
35.97	1.30	-1.25	6.92	9.84	5.27
35.97	1.30	-1.25	6.92	9.85	5.26
35.98	1.30	-1.25	6.92	9.85	5.26
35.98	1.30	-1.25	6.92	9.85	5.26
35.99	1.30	-1.25	6.92	9.85	5.26
35.99	1.30	-1.25	6.92	9.85	5.26
36.00	1.30	-1.25	6.92	9.84	5.26
36.01	1.30	-1.25	6.92	9.85	5.26
36.01	1.30	-1.25	6.92	9.86	5.25
36.02	1.30	-1.25	6.92	9.86	5.25
36.02	1.30	-1.25	6.92	9.85	5.25
36.03	1.30	-1.25	6.92	9.86	5.25
36.03	1.30	-1.25	6.92	9.85	5.26
36.04	1.30	-1.25	6.92	9.85	5.26
36.04	1.30	-1.25	6.92	9.85	5.26
36.05	1.30	-1.25	6.92	9.85	5.26
36.06	1.31	-1.25	6.91	9.84	5.26
36.06	1.31	-1.26	6.92	9.84	5.26
36.07	1.31	-1.26	6.92	9.85	5.26
36.07	1.31	-1.26	6.92	9.85	5.26
36.08	1.31	-1.26	6.92	9.85	5.26
36.08	1.31	-1.26	6.92	9.85	5.26
36.09	1.31	-1.26	6.92	9.84	5.27
36.09	1.31	-1.26	6.92	9.84	5.26
36.10	1.31	-1.26	6.92	9.84	5.26
36.11	1.31	-1.26	6.92	9.84	5.27
36.11	1.31	-1.26	6.92	9.84	5.26
36.12	1.31	-1.26	6.92	9.84	5.27
36.12	1.31	-1.26	6.92	9.85	5.26
36.13	1.31	-1.26	6.92	9.84	5.26
36.13	1.31	-1.26	6.92	9.84	5.27
36.14	1.31	-1.26	6.92	9.84	5.26
36.14	1.31	-1.26	6.92	9.84	5.26
36.15	1.31	-1.26	6.92	9.85	5.26
36.16	1.31	-1.26	6.92	9.84	5.26
36.16	1.31	-1.26	6.92	9.84	5.26
36.17	1.31	-1.26	6.92	9.85	5.26
36.17	1.31	-1.26	6.92	9.85	5.26
36.18	1.31	-1.26	6.92	9.85	5.26
36.18	1.31	-1.26	6.92	9.84	5.26
36.19	1.31	-1.26	6.92	9.84	5.26
36.19	1.31	-1.26	6.92	9.84	5.26
36.20	1.31	-1.26	6.92	9.85	5.25
36.21	1.31	-1.26	6.92	9.85	5.25
36.21	1.31	-1.26	6.92	9.85	5.25
36.22	1.31	-1.26	6.92	9.85	5.26
36.22	1.31	-1.26	6.92	9.84	5.26
36.23	1.31	-1.26	6.92	9.84	5.27
36.23	1.31	-1.26	6.92	9.84	5.27
36.24	1.31	-1.26	6.92	9.84	5.26
36.24	1.31	-1.26	6.92	9.85	5.26
36.25	1.31	-1.26	6.92	9.85	5.26
36.26	1.31	-1.26	6.92	9.85	5.26
36.26	1.31	-1.26	6.92	9.85	5.26
36.27	1.31	-1.26	6.92	9.85	5.26
36.27	1.31	-1.26	6.92	9.85	5.26
36.28	1.31	-1.26	6.92	9.85	5.26
36.28	1.31	-1.27	6.92	9.85	5.25
36.29	1.31	-1.27	6.92	9.85	5.26
36.29	1.31	-1.27	6.92	9.85	5.26
36.30	1.31	-1.27	6.92	9.85	5.26
36.31	1.31	-1.27	6.92	9.85	5.25
36.31	1.31	-1.27	6.92	9.85	5.25
36.32	1.31	-1.27	6.92	9.85	5.26
36.32	1.31	-1.27	6.92	9.85	5.26
36.33	1.32	-1.27	6.92	9.85	5.26
36.33	1.32	-1.27	6.92	9.84	5.26
36.34	1.32	-1.27	6.92	9.85	5.26
36.34	1.32	-1.27	6.91	9.85	5.26
36.35	1.32	-1.27	6.92	9.85	5.26
36.36	1.32	-1.27	6.92	9.85	5.26
36.36	1.32	-1.27	6.92	9.85	5.25
36.37	1.32	-1.27	6.92	9.85	5.26
36.37	1.32	-1.27	6.92	9.85	5.26
36.38	1.32	-1.27	6.92	9.85	5.25
36.38	1.32	-1.27	6.92	9.84	5.26
36.39	1.32	-1.27	6.92	9.84	5.26
36.39	1.32	-1.27	6.92	9.84	5.26
36.40	1.32	-1.27	6.92	9.85	5.26
36.41	1.32	-1.27	6.92	9.85	5.26
36.41	1.32	-1.27	6.92	9.84	5.26
36.42	1.32	-1.27	6.92	9.85	5.26
36.42	1.32	-1.27	6.92	9.84	5.26
36.43	1.32	-1.27	6.92	9.85	5.25
36.43	1.32	-1.27	6.92	9.85	5.25
